t,euler_y,exact_y,error
0,1,1,0
0.05,1,0.9999794270831793,0.000020572916820671416
0.1,0.9999375130197483,0.9998374999804067,0.00010001303934159544
0.15000000000000002,0.9996908456326622,0.9994585934173497,0.00023225221531253393
0.2,0.9991448572478312,0.9987333308571422,0.00041152639068897656
0.25,0.9981909432775017,0.9975585820182862,0.0006323612592155081
0.3,0.9967270171991588,0.9958374582343317,0.0008895589648271196
0.35,0.9946574907954812,0.9934793050107718,0.0011781857847094068
0.39999999999999997,0.9918932518980761,0.9903996911735874,0.0014935607244886961
0.44999999999999996,0.9883516390033166,0.9865203940428402,0.0018312449604763748
0.49999999999999994,0.9839564121707846,0.9817693801036046,0.0021870320671799615
0.5499999999999999,0.9786377196567639,0.9760807806853258,0.0025569389714381607
0.6,0.9723320597769011,0.96939486219937,0.002937197577531081
0.65,0.96498223753354,0.9616579905230557,0.0033242470104842825
0.7000000000000001,0.9565373155843158,0.9528225891567945,0.003714726427521242
0.7500000000000001,0.9469525591693244,0.9428470908190848,0.004105468350239616
0.8000000000000002,0.9361893746545492,0.9316958821819549,0.00449349247259434
0.8500000000000002,0.92421524138918,0.9193392414870006,0.004875999902179351
0.9000000000000002,0.9110036366139701,0.9057532688193733,0.005250367794596755
0.9500000000000003,0.8965339531968048,0.8909198088538792,0.00561414434292562
1.0000000000000002,0.8807914100101588,0.8748263659237392,0.005965044086419624
1.0500000000000003,0.8637669548030579,0.8574660112984496,0.006300943504608303
1.1000000000000003,0.8454571594574913,0.8388372825925461,0.006619876864945251
1.1500000000000004,0.8258641075558957,0.8189440752618656,0.006920032294030043
1.2000000000000004,0.8049952742223088,0.7977955261780508,0.0071997480442579365
1.2500000000000004,0.782863398235027,0.7754058893055222,0.007457508929504808
1.3000000000000005,0.7594863464430391,0.7517944035378963,0.007691942905142857
1.3500000000000005,0.7348869705521165,0.7269851527827959,0.00790181776932064
1.4000000000000006,0.7090929563791627,0.7010069184151535,0.008086037964009196
1.4500000000000006,0.6821366657052166,0.673893024249376,0.008243641455840556
1.5000000000000007,0.6540549708883241,0.6456811742100932,0.008373796678230905
1.5500000000000007,0.624889082427293,0.6164132829095958,0.008475799517697169
1.6000000000000008,0.594684369696083,0.5861352993674354,0.008549070328647601
1.6500000000000008,0.5634901750962144,0.554897024133969,0.008593150962245333
1.7000000000000008,0.5313596219010669,0.5227519201048387,0.008607701796228162
1.7500000000000009,0.4983494160912373,0.48975691733744436,0.008592498753792921
1.800000000000001,0.46451964250420075,0.4559722122033467,0.008547430300854031
1.850000000000001,0.42993355564433633,0.42146106123220667,0.00847249441212966
1.900000000000001,0.3946573655208938,0.3862895700232723,0.00836779549762151
1.950000000000001,0.3587600189016739,0.35052647761954714,0.008233541282126777
2.000000000000001,0.32231297638902584,0.31424293675757536,0.008070039631450476
2.0500000000000007,0.2853899857422174,0.27751229042223285,0.007877695319984557
2.1000000000000005,0.24806685188627087,0.24040984515099872,0.007657006735272143
2.1500000000000004,0.21042120406196443,0.2030126415458615,0.007408562516102946
2.2,0.17253226058485263,0.1653992224632891,0.007133038121563545
2.25,0.1344805916928427,0.1276493993635232,0.006831192329319502
2.3,0.09634788097206362,0.08984401730985,0.006503863662213616
2.3499999999999996,0.058216685859469236,0.052064719116420334,0.006151966743048902
2.3999999999999995,0.020170197727818084,0.014393709149659366,0.005776488578158719
2.4499999999999993,-0.01770799793563508,-0.023086482706715983,0.005378484771080903
2.499999999999999,-0.05533416074121867,-0.06029323640953853,0.004959075668319858
2.549999999999999,-0.0926246334815044,-0.09714407592132532,0.004519442439820914
2.5999999999999988,-0.12949607856919026,-0.13355690166657364,0.00406082309738337
2.6499999999999986,-0.16586571230917807,-0.16945022076398586,0.003584508454807789
2.6999999999999984,-0.20165153648763343,-0.20474337452173957,0.003091838034106148
2.7499999999999982,-0.23677256676410477,-0.23935676268671097,0.0025841959226061972
2.799999999999998,-0.2711490573575227,-0.27321206394376635,0.002063006586243643
2.849999999999998,-0.3047027215230794,-0.3062324521678523,0.0015297306447728531
