t,euler_y,exact_y,error
0,1,1,0
0.1,1,0.9998374999804067,0.0001625000195932813
0.2,0.9995004165278025,0.9987333308571422,0.0007670856706603058
0.30000000000000004,0.9975570326591464,0.9958374582343317,0.0017195744248147404
0.4,0.9933349783057923,0.9903996911735875,0.0029352871322048113
0.5,0.9861075798755016,0.9817693801036046,0.004338199771896978
0.6,0.9752550780769886,0.96939486219937,0.005860215877618646
0.7,0.9602631317602576,0.9528225891567945,0.007440542603463052
0.7999999999999999,0.9407210373126806,0.9316958821819549,0.00902515513072577
0.8999999999999999,0.9163196045161291,0.9057532688193735,0.010566335696755691
0.9999999999999999,0.8868486408915827,0.8748263659237392,0.012022274967843471
1.0999999999999999,0.8521940073892383,0.8388372825925461,0.013356724796692254
1.2,0.8123342187928723,0.797795526178051,0.014538692614821214
1.3,0.7673365723612524,0.7517944035378964,0.015542168823356017
1.4000000000000001,0.7173527979875859,0.7010069184151537,0.016345879572432165
1.5000000000000002,0.6626142324788514,0.6456811742100934,0.016933058268758017
1.6000000000000003,0.6034265293977366,0.5861352993674357,0.017291230030300864
1.7000000000000004,0.540163924227834,0.522751920104839,0.01741200412299504
1.8000000000000005,0.4732630823754981,0.455972212203347,0.017290870172151085
1.9000000000000006,0.40321656466863953,0.38628957002327263,0.0169269946453669
2.0000000000000004,0.33056595151542517,0.31424293675757564,0.01632301475784953
2.1000000000000005,0.2558946727091684,0.24040984515099872,0.015484827558169656
2.2000000000000006,0.17982059497826575,0.1653992224632887,0.014421372514977049
2.3000000000000007,0.10298842375490454,0.08984401730984935,0.013144406445055185
2.400000000000001,0.02606197925143161,0.014393709149658304,0.011668270101773306
2.500000000000001,-0.05028359022783617,-0.06029323640953988,0.010009646181703712
2.600000000000001,-0.125369592759746,-0.1335569016665753,0.00818730890682931
2.700000000000001,-0.19852150882066616,-0.20474337452174152,0.0062218657010753575
2.800000000000001,-0.2690765721403057,-0.2732120639437684,0.004135491803462676
2.9000000000000012,-0.33639114899314104,-0.33834280793960125,0.0019516589464602108
3.0000000000000013,-0.399847850608786,-0.39954271008635794,0.0003051405224280823
3.1000000000000014,-0.458862315207952,-0.4562526427232163,0.0026096724847357033
3.2000000000000015,-0.5128895987144848,-0.5079533576219841,0.004936241092500682
3.3000000000000016,-0.5614301164225116,-0.5541711483254373,0.00725896809707427
3.4000000000000017,-0.604035081771147,-0.5944830123229837,0.009552069448163225
3.5000000000000018,-0.6403113928519784,-0.6285212657790494,0.011790127072928924
3.600000000000002,-0.6699259222958601,-0.6559775685908539,0.013948353705006244
3.700000000000002,-0.6926091716996887,-0.6766063230742813,0.016002848625407462
3.800000000000002,-0.7081582577007606,-0.6902274155004853,0.0179308422002753
3.900000000000002,-0.7164392031221261,-0.6967282759691548,0.01971092715297129
4.000000000000002,-0.7173885132299274,-0.6960652386414029,0.021323274588524455
4.100000000000001,-0.7110140239932957,-0.688264191097959,0.02274983289533672
4.200000000000001,-0.6973950162472929,-0.6734205084669048,0.02397450778038812
4.300000000000001,-0.6766815967566335,-0.6516982749086144,0.024983321848019102
4.4,-0.6490933542889676,-0.6233288019824335,0.025764552306534183
4.5,-0.6149173058579128,-0.5886084602788172,0.02630884557909563
4.6,-0.5745051552151995,-0.5478958474119429,0.026609307803256654
4.699999999999999,-0.528269892387185,-0.5016083219626482,0.026661570424536873
4.799999999999999,-0.47668176949475566,-0.45021793917368763,0.026463830321068027
4.899999999999999,-0.4202636942013355,-0.3942468300654172,0.026016864135918305
4.999999999999998,-0.3595860878389446,-0.33426207110041445,0.02532401673853013
